Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Furniture,Richmond,United States,Linda Cazamias,0.00%,1,20-02-2014,CA-2014-109491,47374,"Master Caster Door Stop, Brown",7,4,Central,20,Corporate,26-02-2014,Standard Class,Indiana,Furnishings
Office Supplies,Louisville,United States,Bart Pistole,20.00%,1,20-02-2017,CA-2017-105445,80027,Staples,3,3,West,9,Corporate,25-02-2017,Second Class,Colorado,Fasteners
Office Supplies,New York City,United States,Roger Demir,0.00%,1,02-11-2014,CA-2014-107454,10024,Avery 499,16,7,East,35,Consumer,06-11-2014,Standard Class,New York,Labels
Furniture,New York City,United States,Roger Demir,0.00%,1,02-11-2014,CA-2014-107454,10024,Tensor Computer Mounted Lamp,24,6,East,89,Consumer,06-11-2014,Standard Class,New York,Furnishings
Technology,Rome,United States,Bill Eplett,0.00%,1,17-07-2017,US-2017-105046,13440,Avaya 5420 Digital phone,67,2,East,270,Home Office,23-07-2017,Standard Class,New York,Phones
Office Supplies,Rome,United States,Bill Eplett,0.00%,1,17-07-2017,US-2017-105046,13440,Southworth 25% Cotton Premium Laser Paper and Envelopes,48,5,East,100,Home Office,23-07-2017,Standard Class,New York,Paper
Furniture,Rome,United States,Bill Eplett,0.00%,1,17-07-2017,US-2017-105046,13440,DAX Solid Wood Frames,14,4,East,39,Home Office,23-07-2017,Standard Class,New York,Furnishings
Technology,Marion,United States,Roland Schwarz,20.00%,1,08-09-2017,CA-2017-152856,43302,Memorex Micro Travel Drive 32 GB,34,4,East,117,Corporate,10-09-2017,Second Class,Ohio,Accessories
Office Supplies,Houston,United States,Kelly Collister,80.00%,1,14-11-2016,CA-2016-134691,77041,Binder Posts,-4,2,Central,2,Consumer,18-11-2016,Standard Class,Texas,Binders
Furniture,New York City,United States,Maria Bertelson,10.00%,1,14-11-2016,CA-2016-118759,10009,Hon GuestStacker Chair,73,2,East,408,Consumer,17-11-2016,First Class,New York,Chairs
Office Supplies,New York City,United States,Maria Bertelson,0.00%,1,14-11-2016,CA-2016-118759,10009,"Tenex Personal Project File with Scoop Front Design, Black",11,3,East,40,Consumer,17-11-2016,First Class,New York,Storage
Furniture,Manteca,United States,Tanja Norvell,20.00%,1,10-10-2014,CA-2014-140403,95336,"Global Deluxe Stacking Chair, Gray",14,3,West,122,Home Office,10-10-2014,Same Day,California,Chairs
Office Supplies,Manteca,United States,Tanja Norvell,0.00%,1,10-10-2014,CA-2014-140403,95336,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7,2,West,15,Home Office,10-10-2014,Same Day,California,Envelopes
Office Supplies,Los Angeles,United States,Mike Caudle,0.00%,1,19-03-2015,CA-2015-163104,90004,Xerox 1974,6,2,West,12,Corporate,26-03-2015,Standard Class,California,Paper
Furniture,Seattle,United States,Vicky Freymann,0.00%,1,08-07-2017,CA-2017-138464,98115,"Master Big Foot Doorstop, Beige",5,3,West,16,Home Office,12-07-2017,Standard Class,Washington,Furnishings
Office Supplies,Seattle,United States,Vicky Freymann,20.00%,1,08-07-2017,CA-2017-138464,98115,GBC VeloBinder Manual Binding System,30,3,West,86,Home Office,12-07-2017,Standard Class,Washington,Binders
Office Supplies,Seattle,United States,Vicky Freymann,0.00%,1,08-07-2017,CA-2017-138464,98115,Zebra Zazzle Fluorescent Highlighters,6,3,West,18,Home Office,12-07-2017,Standard Class,Washington,Art
Office Supplies,Seattle,United States,Vicky Freymann,0.00%,1,08-07-2017,CA-2017-138464,98115,Crayola Colored Pencils,4,4,West,13,Home Office,12-07-2017,Standard Class,Washington,Art
Technology,Providence,United States,Erin Smith,0.00%,1,27-02-2015,CA-2015-104129,2908,i.Sound Portable Power - 8000 mAh,1,2,East,106,Corporate,02-03-2015,Standard Class,Rhode Island,Phones
Furniture,Providence,United States,Erin Smith,30.00%,1,27-02-2015,CA-2015-104129,2908,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",-28,7,East,494,Corporate,02-03-2015,Standard Class,Rhode Island,Tables
Office Supplies,Chicago,United States,Michael Kennedy,80.00%,1,16-06-2017,US-2017-132206,60653,Storex DuraTech Recycled Plastic Frosted Binders,-9,7,Central,6,Corporate,21-06-2017,Standard Class,Illinois,Binders
Office Supplies,Oklahoma City,United States,Tony Molinari,0.00%,1,30-03-2017,CA-2017-113474,73120,Multimedia Mailers,150,2,Central,326,Consumer,31-03-2017,First Class,Oklahoma,Envelopes
Furniture,Chicago,United States,Rob Lucas,30.00%,1,12-07-2015,CA-2015-126557,60610,"Global Push Button Manager's Chair, Indigo",-5,9,Central,384,Consumer,17-07-2015,Second Class,Illinois,Chairs
Technology,Chicago,United States,Rob Lucas,20.00%,1,12-07-2015,CA-2015-126557,60610,Geemarc AmpliPOWER60,17,2,Central,148,Consumer,17-07-2015,Second Class,Illinois,Phones
Technology,Chicago,United States,Rob Lucas,20.00%,1,12-07-2015,CA-2015-126557,60610,Vtech CS6719,54,7,Central,538,Consumer,17-07-2015,Second Class,Illinois,Phones
Office Supplies,Chicago,United States,Rob Lucas,80.00%,1,12-07-2015,CA-2015-126557,60610,Tuff Stuff Recycled Round Ring Binders,-3,2,Central,2,Consumer,17-07-2015,Second Class,Illinois,Binders
Office Supplies,Chicago,United States,Rob Lucas,20.00%,1,12-07-2015,CA-2015-126557,60610,Newell 32,1,3,Central,7,Consumer,17-07-2015,Second Class,Illinois,Art
Furniture,Chicago,United States,Rob Lucas,60.00%,1,12-07-2015,CA-2015-126557,60610,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",-2,1,Central,8,Consumer,17-07-2015,Second Class,Illinois,Furnishings
Technology,Chicago,United States,Rob Lucas,20.00%,1,12-07-2015,CA-2015-126557,60610,GE 2-Jack Phone Line Splitter,49,4,Central,659,Consumer,17-07-2015,Second Class,Illinois,Phones
Office Supplies,Manchester,United States,Neoma Murray,0.00%,1,30-04-2017,US-2017-107636,6040,Avery 5,3,2,East,6,Consumer,02-05-2017,First Class,Connecticut,Labels
Furniture,Los Angeles,United States,Grace Kelly,20.00%,1,13-07-2014,US-2014-165862,90049,Bevis Round Conference Table Top & Single Column Base,4,3,West,351,Corporate,17-07-2014,Standard Class,California,Tables
Furniture,San Francisco,United States,Jeremy Farry,20.00%,1,27-12-2014,US-2014-106334,94122,Bevis Steel Folding Chairs,23,3,West,230,Consumer,02-01-2015,Standard Class,California,Chairs
Office Supplies,San Francisco,United States,Jeremy Farry,0.00%,1,27-12-2014,US-2014-106334,94122,Xerox 1927,6,3,West,13,Consumer,02-01-2015,Standard Class,California,Paper
Office Supplies,La Crosse,United States,Eric Barreto,0.00%,1,27-02-2016,CA-2016-101448,54601,Flexible Leather- Look Classic Collection Ring Binder,28,3,Central,57,Consumer,01-03-2016,Second Class,Wisconsin,Binders
Office Supplies,Florence,United States,Sheri Gordon,0.00%,1,23-03-2015,CA-2015-130218,29501,Staples,14,4,South,32,Consumer,26-03-2015,First Class,South Carolina,Fasteners
Office Supplies,Florence,United States,Sheri Gordon,0.00%,1,23-03-2015,CA-2015-130218,29501,Eldon Shelf Savers Cubes and Bins,1,4,South,28,Consumer,26-03-2015,First Class,South Carolina,Storage
Office Supplies,Glendale,United States,Natalie DeCherney,70.00%,1,21-10-2017,US-2017-117331,85301,Lock-Up Easel 'Spel-Binder',-7,1,West,9,Consumer,28-10-2017,Standard Class,Arizona,Binders
Office Supplies,El Paso,United States,Candace McMahon,20.00%,1,31-12-2014,CA-2014-127383,79907,Staple envelope,18,2,Central,50,Corporate,05-01-2015,Standard Class,Texas,Envelopes
Furniture,San Antonio,United States,Emily Burns,30.00%,1,05-05-2014,CA-2014-110219,78207,"Global Value Mid-Back Manager's Chair, Gray",-9,3,Central,128,Consumer,08-05-2014,First Class,Texas,Chairs
Office Supplies,Los Angeles,United States,Harry Marie,0.00%,1,04-12-2015,CA-2015-118871,90049,Tyvek Side-Opening Peel & Seel Expanding Envelopes,122,3,West,271,Corporate,09-12-2015,Second Class,California,Envelopes
Technology,Los Angeles,United States,Harry Marie,20.00%,1,04-12-2015,CA-2015-118871,90049,Jensen SMPS-640 - speaker phone,8,3,West,110,Corporate,09-12-2015,Second Class,California,Phones
Furniture,Los Angeles,United States,Harry Marie,0.00%,1,04-12-2015,CA-2015-118871,90049,"Master Caster Door Stop, Large Brown",14,5,West,36,Corporate,09-12-2015,Second Class,California,Furnishings
Furniture,Miramar,United States,Sanjit Jacobs,20.00%,1,26-09-2017,CA-2017-129490,33023,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-58,4,South,419,Home Office,30-09-2017,Standard Class,Florida,Chairs
Office Supplies,Mesa,United States,Dario Medina,20.00%,1,09-12-2014,CA-2014-101175,85204,Acco Perma 3000 Stacking Storage Drawers,-1,6,West,101,Corporate,14-12-2014,Standard Class,Arizona,Storage
Office Supplies,Fayetteville,United States,Matt Collins,20.00%,1,03-12-2017,US-2017-149510,28314,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,5,3,South,45,Consumer,10-12-2017,Standard Class,North Carolina,Appliances
Office Supplies,Fayetteville,United States,Matt Collins,70.00%,1,03-12-2017,US-2017-149510,28314,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",-21,6,South,29,Consumer,10-12-2017,Standard Class,North Carolina,Binders
Office Supplies,Fayetteville,United States,Matt Collins,20.00%,1,03-12-2017,US-2017-149510,28314,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",9,4,South,24,Consumer,10-12-2017,Standard Class,North Carolina,Paper
Office Supplies,Houston,United States,Duane Benoit,80.00%,1,08-11-2015,CA-2015-111990,77095,Wilson Jones Leather-Like Binders with DublLock Round Rings,-17,6,Central,10,Consumer,13-11-2015,Standard Class,Texas,Binders
Furniture,San Jose,United States,Nicole Fjeld,0.00%,1,19-04-2014,CA-2014-169460,95123,"Executive Impressions 13"" Chairman Wall Clock",27,3,West,76,Home Office,21-04-2014,Second Class,California,Furnishings
Office Supplies,Wichita,United States,Nathan Mautz,0.00%,1,25-05-2015,US-2015-152128,67212,SANFORD Major Accent Highlighters,8,3,Central,21,Home Office,27-05-2015,Second Class,Kansas,Art
Office Supplies,Wichita,United States,Nathan Mautz,0.00%,1,25-05-2015,US-2015-152128,67212,GBC DocuBind P50 Personal Binding Machine,60,2,Central,128,Home Office,27-05-2015,Second Class,Kansas,Binders
Technology,Los Angeles,United States,Alejandro Ballentine,20.00%,1,17-07-2017,CA-2017-126662,90036,Brother DCP1000 Digital 3 in 1 Multifunction Machine,90,2,West,480,Home Office,21-07-2017,Standard Class,California,Copiers
Technology,Jackson,United States,Matthew Grinstein,0.00%,1,12-12-2016,CA-2016-139395,49201,Jabra SPEAK 410,184,7,Central,658,Home Office,18-12-2016,Standard Class,Michigan,Phones
Furniture,Jackson,United States,Matthew Grinstein,0.00%,1,12-12-2016,CA-2016-139395,49201,Westinghouse Clip-On Gooseneck Lamps,9,4,Central,33,Home Office,18-12-2016,Standard Class,Michigan,Furnishings
Office Supplies,Jackson,United States,Matthew Grinstein,0.00%,1,12-12-2016,CA-2016-139395,49201,Newell 333,4,5,Central,14,Home Office,18-12-2016,Standard Class,Michigan,Art
Office Supplies,Jackson,United States,Matthew Grinstein,0.00%,1,12-12-2016,CA-2016-139395,49201,Fellowes Desktop Hanging File Manager,7,2,Central,27,Home Office,18-12-2016,Standard Class,Michigan,Storage
Office Supplies,Lewiston,United States,Sanjit Engle,20.00%,1,11-04-2014,US-2014-121734,83501,GBC Personal VeloBind Strips,3,1,West,10,Consumer,16-04-2014,Standard Class,Idaho,Binders
Office Supplies,Hampton,United States,Anthony Garverick,0.00%,1,09-06-2015,CA-2015-110947,23666,Vinyl Sectional Post Binders,57,3,South,113,Home Office,15-06-2015,Standard Class,Virginia,Binders
Office Supplies,New York City,United States,Aaron Smayling,0.00%,1,27-07-2014,US-2014-150126,10035,Xerox 1956,32,11,East,66,Corporate,02-08-2014,Standard Class,New York,Paper
Technology,Hattiesburg,United States,Allen Rosenblatt,0.00%,1,31-07-2015,CA-2015-164427,39401,Microsoft Sculpt Comfort Mouse,105,6,South,240,Corporate,06-08-2015,Standard Class,Mississippi,Accessories
Furniture,Philadelphia,United States,Anne Pryor,20.00%,1,19-09-2016,CA-2016-120250,19140,Nu-Dell Oak Frame,4,3,East,26,Home Office,22-09-2016,First Class,Pennsylvania,Furnishings
Office Supplies,Philadelphia,United States,Joy Bell-,20.00%,1,10-06-2016,CA-2016-121993,19140,Avery 487,8,8,East,24,Consumer,12-06-2016,First Class,Pennsylvania,Labels
Office Supplies,Los Angeles,United States,Tom Stivers,0.00%,1,26-08-2016,US-2016-100405,90045,Newell Chalk Holder,4,2,West,8,Corporate,28-08-2016,Second Class,California,Art
Office Supplies,Danville,United States,Nancy Lomonaco,0.00%,1,02-11-2017,US-2017-163790,94526,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",38,7,West,77,Home Office,04-11-2017,Second Class,California,Envelopes
Office Supplies,Danville,United States,Nancy Lomonaco,0.00%,1,02-11-2017,US-2017-163790,94526,Nontoxic Chalk,4,5,West,9,Home Office,04-11-2017,Second Class,California,Art
Office Supplies,Danville,United States,Nancy Lomonaco,20.00%,1,02-11-2017,US-2017-163790,94526,GBC Therma-A-Bind 250T Electric Binding System,207,6,West,590,Home Office,04-11-2017,Second Class,California,Binders
Office Supplies,Danville,United States,Nancy Lomonaco,0.00%,1,02-11-2017,US-2017-163790,94526,"Super Bands, 12/Pack",0,3,West,6,Home Office,04-11-2017,Second Class,California,Fasteners
Furniture,Danville,United States,Nancy Lomonaco,0.00%,1,02-11-2017,US-2017-163790,94526,Document Clip Frames,11,3,West,25,Home Office,04-11-2017,Second Class,California,Furnishings
Office Supplies,Danville,United States,Nancy Lomonaco,0.00%,1,02-11-2017,US-2017-163790,94526,Space Solutions Commercial Steel Shelving,23,7,West,453,Home Office,04-11-2017,Second Class,California,Storage
Office Supplies,Los Angeles,United States,Mike Caudle,0.00%,1,26-12-2016,CA-2016-129868,90004,Fiskars Home & Office Scissors,5,2,West,18,Corporate,31-12-2016,Standard Class,California,Supplies
Technology,Los Angeles,United States,Mike Caudle,20.00%,1,26-12-2016,CA-2016-129868,90004,Mitel 5320 IP Phone VoIP phone,30,2,West,302,Corporate,31-12-2016,Standard Class,California,Phones
Furniture,Los Angeles,United States,Mike Caudle,20.00%,1,26-12-2016,CA-2016-129868,90004,"Global Armless Task Chair, Royal Blue",-5,3,West,146,Corporate,31-12-2016,Standard Class,California,Chairs
Office Supplies,Los Angeles,United States,Mike Caudle,0.00%,1,26-12-2016,CA-2016-129868,90004,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",2,2,West,8,Corporate,31-12-2016,Standard Class,California,Appliances
Furniture,Los Angeles,United States,Mike Caudle,20.00%,1,26-12-2016,CA-2016-129868,90004,Bretford Rectangular Conference Table Tops,34,3,West,903,Corporate,31-12-2016,Standard Class,California,Tables
Office Supplies,Los Angeles,United States,Mike Caudle,0.00%,1,26-12-2016,CA-2016-129868,90004,Model L Table or Wall-Mount Pencil Sharpener,15,3,West,54,Corporate,31-12-2016,Standard Class,California,Art
Office Supplies,Washington,United States,Tony Chapman,0.00%,1,05-12-2016,CA-2016-140564,20016,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",13,8,East,34,Home Office,10-12-2016,Second Class,District of Columbia,Art
Office Supplies,Milwaukee,United States,Matthew Grinstein,0.00%,1,28-08-2017,US-2017-169502,53209,Acme Stainless Steel Office Snips,6,3,Central,22,Home Office,01-09-2017,Standard Class,Wisconsin,Supplies
Office Supplies,Milwaukee,United States,Matthew Grinstein,0.00%,1,28-08-2017,US-2017-169502,53209,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,27,5,Central,92,Home Office,01-09-2017,Standard Class,Wisconsin,Appliances
Furniture,Baltimore,United States,Michael Granlund,0.00%,1,16-07-2015,CA-2015-146948,21215,"Global Manager's Adjustable Task Chair, Storm",44,1,East,151,Home Office,20-07-2015,Standard Class,Maryland,Chairs
Office Supplies,Baltimore,United States,Michael Granlund,0.00%,1,16-07-2015,CA-2015-146948,21215,"White Envelopes, White Envelopes with Clear Poly Window",63,9,East,137,Home Office,20-07-2015,Standard Class,Maryland,Envelopes
Office Supplies,Baltimore,United States,Michael Granlund,0.00%,1,16-07-2015,CA-2015-146948,21215,"Acco Banker's Clasps, 5 3/4""-Long",5,4,East,12,Home Office,20-07-2015,Standard Class,Maryland,Fasteners
Office Supplies,Jacksonville,United States,Ben Ferrer,20.00%,1,26-05-2015,US-2015-113327,28540,Xerox 1991,6,1,South,18,Home Office,29-05-2015,Second Class,North Carolina,Paper
Office Supplies,Jacksonville,United States,Ben Ferrer,20.00%,1,26-05-2015,US-2015-113327,28540,Xerox 1937,54,4,South,154,Home Office,29-05-2015,Second Class,North Carolina,Paper
Office Supplies,Jacksonville,United States,Ben Ferrer,20.00%,1,26-05-2015,US-2015-113327,28540,Security-Tint Envelopes,4,2,South,12,Home Office,29-05-2015,Second Class,North Carolina,Envelopes
Technology,Jacksonville,United States,Ben Ferrer,20.00%,1,26-05-2015,US-2015-113327,28540,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,50,7,South,168,Home Office,29-05-2015,Second Class,North Carolina,Accessories
Technology,Rochester,United States,Maxwell Schwartz,0.00%,1,28-05-2015,CA-2015-135020,14609,Panasonic Kx-TS550,13,1,East,46,Consumer,02-06-2015,Standard Class,New York,Phones
Office Supplies,Rochester,United States,Maxwell Schwartz,0.00%,1,28-05-2015,CA-2015-135020,14609,"Hot File 7-Pocket, Floor Stand",161,3,East,535,Consumer,02-06-2015,Standard Class,New York,Storage
Office Supplies,Rochester,United States,Maxwell Schwartz,20.00%,1,28-05-2015,CA-2015-135020,14609,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",2,2,East,6,Consumer,02-06-2015,Standard Class,New York,Binders
Office Supplies,Rochester,United States,Maxwell Schwartz,0.00%,1,28-05-2015,CA-2015-135020,14609,Xerox 219,22,7,East,45,Consumer,02-06-2015,Standard Class,New York,Paper
Furniture,Oceanside,United States,Joel Eaton,0.00%,1,09-11-2017,US-2017-141852,92054,Eldon Wave Desk Accessories,21,8,West,47,Consumer,14-11-2017,Standard Class,California,Furnishings
Office Supplies,Gulfport,United States,Henry Goldwyn,0.00%,1,24-01-2016,CA-2016-109407,39503,XtraLife ClearVue Slant-D Ring Binders by Cardinal,16,4,South,31,Corporate,26-01-2016,Second Class,Mississippi,Binders
Office Supplies,Jacksonville,United States,Emily Phan,20.00%,1,31-12-2016,US-2017-165953,32216,Newell 345,4,3,South,48,Consumer,06-01-2017,Standard Class,Florida,Art
Office Supplies,Jacksonville,United States,Emily Phan,20.00%,1,31-12-2016,US-2017-165953,32216,Things To Do Today Pad,8,5,South,23,Consumer,06-01-2017,Standard Class,Florida,Paper
Office Supplies,Houston,United States,Gary Hansen,80.00%,1,05-09-2016,CA-2016-144540,77070,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",-166,3,Central,63,Home Office,10-09-2016,Standard Class,Texas,Appliances
Office Supplies,Houston,United States,Gary Hansen,20.00%,1,05-09-2016,CA-2016-144540,77070,Advantus Map Pennant Flags and Round Head Tacks,4,9,Central,28,Home Office,10-09-2016,Standard Class,Texas,Fasteners
Technology,Houston,United States,David Smith,20.00%,1,04-09-2015,CA-2015-159863,77095,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,7,3,Central,134,Corporate,07-09-2015,Second Class,Texas,Accessories
